status_id,created_at,screen_name,lang,location,text,retweet_count,reply_to_screen_name
1309561549535817732,2020-09-25T18:32:58Z,davidmweissman,en,"Palm Bay, FL",Fuck you @GovRonDeSantis for not taking #Covid seriously. I am ashamed of being a Floridian because our Governor is not pro-life. https://t.co/QLvshZ58ND,172,NA
1309555763329798144,2020-09-25T18:09:59Z,GwenGraham,en,"Florida, USA","I don't know if @GovRonDeSantis has publicly admitted that he has bought into the ""herd immunity"" approach. But, it is clear to anyone paying attention (and I am) that the over 14k #COVID deaths in FL was just his beginning. He is willing to let untold numbers die in the future. https://t.co/3sfkSjUKs9",169,NA
1309719068669222912,2020-09-26T04:58:54Z,NST_Online,en,Malaysia,"#NSTnation Barisan Nasional's #BN candidate for the Pitas seat in the 16th #Sabah election tested positive for #Covid on polling day, today.
#PRNSabah #Sabah2020 #StateElection 

https://t.co/Sp78vxrGqC",160,NA
1309665704497602562,2020-09-26T01:26:51Z,Aaron_Derfel,en,Montreal,"1) Quebec posted 637 #COVID cases Friday — a number not seen since the #pandemic's first wave — placing the entire greater Montreal region in an orange zone. Yet authorities won't impose any of their own proposed public health restrictions. In this thread, I will highlight them. https://t.co/jTDTgflX0z",152,NA
1309745705779511296,2020-09-26T06:44:44Z,Rajj8990,en,"Chennai, India",No top actors and leading celebrities stepped out to pay last respects due to #Covid ! But this man @actorvijay 🙏🏻👏🏻 He is at this stage for his golden heart ❤ #RIPSPB,149,NA
1309658646935199747,2020-09-26T00:58:48Z,jesusDellgado,es,"Maracaibo, Venezuela",CUIDADOOO CON COVEEED #MissVenezuela2020 #COVID https://t.co/PYYqAcbyMO,145,NA
1309584729642078216,2020-09-25T20:05:05Z,Alerta140,es,Buenos Aires,#COVID: Argentina superó a Sudáfrica y ya es el noveno país con más casos de coronavirus. https://t.co/FplU5B7jO0,145,NA
1309685907109359619,2020-09-26T02:47:07Z,RebeccaCokley,en,"Washington, DC","Her family relations mean NOTHING to me b/c if confirmed she AND her kids will have healthcare for life, while taking away the ACA for MILLIONS of disabled ppl including my family &amp; people living w/ long term effects of #COVID

#SeeUsSCOTUS 
#CripTheVote 

https://t.co/TM5s8u9c5Q",141,NA
1309548076932231170,2020-09-25T17:39:26Z,ChiodiDonatella,it,,"#CINA:
SUL #COVID SOLO VOCI DI #REGIME

Vietato parlare del #virus.
Anzi, vietato parlare e basta.
È così da sempre.
#Pechino imbavaglia i #giornalisti.
E li fa sparire.
Ma i #compagni gialli e rossi di casa nostra che si coccolano i musi gialli lo sanno?
https://t.co/koowrLwNVL",141,NA
1309528300033839104,2020-09-25T16:20:51Z,momotchiii,fr,France,"L'ancien Vice président du géant Pfizer, Dr Yeadon dit que les faux positifs des #tests PCR servent à fabriquer une fausse ""2e vague"" #Covid. Un patient peut être un ""positif froid"": pas malade, ne va pas le devenir, pas symptomatique, pas contagieux. https://t.co/sWYU75p5ar",137,NA
1309533547363995653,2020-09-25T16:41:42Z,M_T_Franz,de,Wien ,"Ein positiver PCR-Test auf #COVID ist KEIN Beweis für eine Erkrankung. Punkt.

Read my Tweets. 
Watch my Clips.",134,NA
1309768686895542273,2020-09-26T08:16:03Z,StefSimanowitz,en,stefan.simanowitz@amnesty.org,"Wow! The #AppScandal continues.

@doctor_oxford: “The govt’s “NHS” Covid app only wants to know about Serco/private testing.

If you had a test in an NHS or PHE lab, you literally cannot enter the result on the app.” #Covid_19 #COVID19 #coronavirus #Covid #Corona https://t.co/unIObW5Uqu",131,StefSimanowitz
1309554376097366017,2020-09-25T18:04:28Z,viquirepublica,es,Catalunya,"📌Como solución a lo q está pasando en Madrid sobre la mala gestión de Ayuso por el #Covid

Propongo a los madrileños pongan una pancarta con la palabra LIBERTAD en la fachada del ayuntamiento y vereis como inhabilitan a la presidenta de la comunidad en na!

Vereis,vereis!",125,NA
1309545773013569542,2020-09-25T17:30:17Z,ivssoficial,es,Venezuela,"#Infórmate | Si crees que has estado expuesto a #Covid-19, quédate en casa y evita el contacto físico con otras personas durante 14 dias, así ayudarás a prevenir la transmisión en la comunidad. #VenezuelaGarantíaDeDDHH #ProtecciónSocialSaludYPrevención @MagaGutierrezV https://t.co/GNaT0jCr9G",117,NA
1309553668048515073,2020-09-25T18:01:39Z,soyVoxita,es,"Madrid, Comunidad de Madrid","Aprovechan el #Covid para
1. Imponer agenda comunista
2. Intervenir el Tribunal Supremo
3. Perjudicar a las Comunidades gobernadas por el PP
4. Atacar a la monarquía
5. Ceder ante los separatistas y etarras. 
6. Atentar contra libertades
#GobiernoDeMafiosos",116,NA
1309767316947828737,2020-09-26T08:10:37Z,CllrBSilvester,en,"North West, England","In UK cancer screening has been abandoned.
Thousands will sadly, ultimately, die unnecessarily.
This is a national disgrace.
But not to worry.
We can still afford to fund cancer screening in China.........where #COVID began. https://t.co/ZI2dawONL9",109,NA
1309741053076008961,2020-09-26T06:26:15Z,M_T_Franz,de,Wien ,"Für 90 % der positiv Getesteten ist #COVID eine asymptomatische Angelegenheit bzw. eine ungefährliche Infektion.
  
10 % können erkranken, mitunter schwer. Für diese Patienten können wir gut sorgen!

Niemand braucht sich also fürchten. 

Daher: Nein zur #PolitikDerPanik !!",105,NA
1309775690057879552,2020-09-26T08:43:53Z,jesusmarana,es,Madrid,"Hoy sábado está convocada en doce Comunidades Autónomas la primera gran protesta para reclamar un nuevo modelo de #residencias y en homenaje a las víctimas del #covid que murieron  en el abandono. 
Informa @_CarrascoLara https://t.co/PtpERcQ2h1",104,NA
1309781834767708162,2020-09-26T09:08:18Z,biobiobiobior,fr,,"🔴 France, 25 Septembre: « .. De nombreux acteurs alertent depuis des années sur les dangers d’essais biaisés pour favoriser les autorisations de mise sur le marché de médicaments à l’efficacité douteuse. » (Marianne) #VeranDemission #remdesivir #Covid https://t.co/t1nW2nP4U0",103,NA
1309776984852107264,2020-09-26T08:49:02Z,ChLECHEVALIER,fr,,"#Covid

*69 000 lits SUPPRIMÉS de #Sarko à #Macron !
*69 000 lits SUPPRIMÉS sous couvert ""d'ambulatoire"" !...
*69 000 lits SUPPRIMÉS pour é-co-no-mi-ser, sur ordre de l'UE !

Et on confine, on tue les restos, par trouille de ne PAS avoir assez de lits...

https://t.co/kgI3OK3Xpc",101,NA
1309618149197635585,2020-09-25T22:17:52Z,electroboyusa,en,Los Angeles,"We need a new face in Congress representing #CA50 from California. We don't need Darrell Issa, a super corrupt career politician who doesn't believe in climate change and #COVID

Let's send @ACampaNajjar to Washington!

Chip in a few bucks - we can do it!

https://t.co/soqcJ10dAq https://t.co/jbfMjPQMuO",99,NA
1309563489225240579,2020-09-25T18:40:41Z,DonnaDeegan,en,"Atlantic Beach, Florida",Florida was #1 in the nation in #covid deaths yesterday. #3 in cases. Is this order based on science? Is it based on testing? No. It’s a political bow after a super spreader event in Jax last night and it will only delay our health and economic recovery. https://t.co/BfGbHU4xMy,97,NA
1309841108671909889,2020-09-26T13:03:50Z,JustTheNews,en,,".@GovRonDeSantis drops all #COVID restrictions in Florida, promises no more closures https://t.co/IsQf86kOrB #JustTheNews",95,NA
1309802789531529216,2020-09-26T10:31:34Z,aciapparoni,it,italia,"#Inps, stipendio di #Boeri 103mila, di #Tridico 150mila. La casta del #M5S ha superato i maestri precedenti: in tempo di #COVID molto, molto vergognoso. Incompetenza, arroganza, incapacità, privilegi: dell'eredità di #Grillo non si salva nulla. Doveva essere rivoluzione, è truffa",91,NA
1309546423562706944,2020-09-25T17:32:52Z,Women4Biden,en,The White House,"It's Friday, September 25th. 39 Days to Election Day.  We've had 203,000 deaths and 7M cases from #COVID. It didn't have to be this way. Have you made a voting plan?",91,NA
1309813236389339137,2020-09-26T11:13:05Z,CllrBSilvester,en,"North West, England","200,000+ people could die as result of #Lockdown &amp; #Covid’s impact on NHS.
#UKLockdown will cause deaths of FIVE TIMES the amount of lives taken by the 'virus'
So what does #Boris do?
He ramps up #Lockdown &amp; extends it for SIX MONTHS.
Another 200,000 dead?
https://t.co/N4PAyqLRwa",78,NA
1309766432884957185,2020-09-26T08:07:06Z,DrDMiles,en,"St Andrews, Scotland","The reality is #universities encouraged / even compelled students to come back to campus. Students are now crammed into halls of residence that are like #Covid cruise ships, allowing easy transmission. The moral failure of university vcs is staggering. https://t.co/cqz3ig9zRv",78,NA
1309534120729509888,2020-09-25T16:43:59Z,starknightz,en,,"1. NEWS:  Florida Reopens: Gov Ron DeSantis Issued Executive Order, REMOVING ALL REMAINING RESTRICTIONS On Businesses Over Coronavirus! 
-Thread 9-25-2020 https://t.co/d0PzMuOSuZ #Covid #ReopenAmerica",78,NA
1309573949303463938,2020-09-25T19:22:14Z,MatthewGreenNDP,en,"Hamilton, Ontario","The Liberals continue to leave out the most vulnerable during this pandemic. The @NDP vision of a just recovery would reimagine an economy that is centred around people. 

@DJNOntario #CareMongering 
#CdnPoli #JustRecovery #COVID #DisabilityJustice #ODSPoverty #e2821 https://t.co/KHSdryTSXl",72,NA
1309734447940395010,2020-09-26T06:00:00Z,RT_com,en,,Violence breaks out at protest against #COVID restrictions outside #Madrid Assembly https://t.co/TEjyfuOH9N,71,NA
1309607492842934273,2020-09-25T21:35:32Z,GrahamGGrant,en,Glasgow,Hundreds of prisoners were sent home during #lockdown ... students not so lucky. #Covid,70,NA
1309671850935562245,2020-09-26T01:51:16Z,nursingdean,en,"Baltimore, MD",Number of confirmed #COVID-19 nurse deaths passes 1000 | 2020 Year Of The Nurse https://t.co/6qLQXLTlP7,68,NA
1309747212046536704,2020-09-26T06:50:43Z,biobiobiobior,fr,,"🔺France, 25 Septembre: La revue CMI (Clinical Microbiology and Infection) publie la contestation étayée, de la très controversée Meta analyse de @T_Fiolet et @nathanpsmad reprise par tous les médias. Vers une rétractation à la mode the Lancet? #Covid https://t.co/KV0jCSRVDT",66,NA
1309571531262038017,2020-09-25T19:12:38Z,EcuavisaInforma,es,Ecuador,Estudiantes de medicina rastrean a personas con #COVID-19 en #Quito ¿los pacientes ocultan información? ➡️ https://t.co/WSOyD9ZTNB https://t.co/iIesmO3VRy,63,NA
1309562014012932096,2020-09-25T18:34:49Z,M_T_Franz,de,Wien ,"#COVID 
Nie gab es in Österreich auch nur irgendwie annähernd ein Problem mit den Intensivbetten. Dzt. sind 78 belegt. In ganz Österreich. https://t.co/u0rxi5gu2l",61,NA
1309628961098534912,2020-09-25T23:00:50Z,IAIM_VE,es,Venezuela,"#LaPrevenciónEsLaClave || El #IAIM te invita a conocer el uso adecuado de la mascarilla, como medida de prevención y contención para aislar el virus #Covid-19. 

¡Usa la mascarilla! 
¡Cuidemos nuestra salud y la de nuestros familiares!
__
@NicolasMaduro https://t.co/KYvkECsb46",61,NA
1309548776906948609,2020-09-25T17:42:13Z,revistavistazo,es,"Guayaquil, Ecuador","Aunque en el mundo hay más de 1.700 ensayos clínicos de ""tratamientos prometedores"" contra la #COVID-19, sólo el uso de #dexametasona ha conseguido reducir la letalidad. Conozca qué es y lo que reveló la #OMS: https://t.co/fXA8Zk7dRu",61,NA
1309720144579620865,2020-09-26T05:03:10Z,BloodAid,en,India,"#Delhi Need AB-ve #Blood #Plasma from #CoVid recovered person @ Manipal hospital. 
Call 9650012119, 9999187093 #BloodAid via @Pedal_India cc @TajinderBagga @upma23 @crowngaurav @ArvindGaur #BloodMatters",58,NA
1309551983716687873,2020-09-25T17:54:57Z,RicSotoHN,es,Honduras,"#IRRESPONSABILIDAD He recibido solicitud de denuncia ante indignación de Médicos al ver esto. 

Anoche en hotel intercontinental (teg) suspendieron toque de queda y uso de medidas de bioseguridad para una fiesta. 

Muchachos, sean responsables, no pongan vidas en peligro. #Covid https://t.co/5fK4V6iMF7",58,NA
1309556420958969857,2020-09-25T18:12:35Z,PrudhommeLoic,fr,,La novlangue n'amoindrit pas les responsabilités. Ils devront répondre un par un de leur inaction coupable et de leurs mensonges. #covid https://t.co/oiKafjHs1I,57,NA
1309613800342065159,2020-09-25T22:00:36Z,647_416,en,,"HOW MANY PEOPLE HAVE DIED OF #COVID IN SEPTEMBER IN #Toronto?

#Canada
@ToPublicHealth can I get a straight answer?

Thank you.

#topoli #onpoli #cdnpoli",56,NA
1309650333182889984,2020-09-26T00:25:46Z,B52Malmet,en,"New York, NY","7 million cases of #coronavirus in America now. 203 thousand souls departed because why? Because Trump’s choice is to downplay it, play up quack medicine. One reason #WhyILoveJoe is he HAS a plan to deal with #covid. #FridayFeeling  https://t.co/EpUfD7ZkSY",56,NA
1309560797069283329,2020-09-25T18:29:59Z,Drmartyufml,fr,,"A ceux qui vous disent : 
« laissons filer »
« Jouons le jeu du virus »
« Contaminons nous »
Répondez:
« Prendre le virus c’est ne pas savoir quand il nous quittera, ni savoir à qui on le donnera, et ce que l’autre en fera »
#Covid 
https://t.co/dd7LMIPsxZ",56,NA
1309798001259540481,2020-09-26T10:12:33Z,Political___dr,hi,,"ये दुनिया की सबसे बड़ी वैक्सीन कंपनी के मालिक है, इनको 80,000 crore रुपये चाहिए Corona वैक्सीन बना कर भारत में डिस्ट्रीब्यूट करने के लिए
.
.
मतलब साफ़ है, ना भारत में वैक्सीन बनेगी  ना किसी को मिलेगी

#IStandWithIndianFarmers  #COVID https://t.co/jnJD5BDtbU",55,NA
1309543220142112768,2020-09-25T17:20:08Z,exitoinabr,pt,"São Paulo, Brasil","Tudo o que todo mundo deseja nesse momento é a vacina para o #Covid-19, né?  Mas enquanto as pesquisas para o desenvolvimento de uma vacina não saem, elegemos 7 famosos ou personagens fictícios que seriam “capazes” de realizar a descoberta. https://t.co/pIlVgN21N0",54,NA
1309773629496930304,2020-09-26T08:35:42Z,CllrBSilvester,en,"North West, England","#COVID is not a real crisis.
It is a scam like #ManMadeGlobalWarming https://t.co/Oi4wyDZFTx",52,NA
1309799769372463104,2020-09-26T10:19:34Z,TheAAMIRking,en,India,"No top actors and leading celebrities stepped out to pay last respects due to #Covid ! But this man Much Respect
@actorvijay
 ❤ #RIPSPB https://t.co/zeRis2p75E",52,NA
1309736407359987712,2020-09-26T06:07:47Z,Le_Figaro,fr,France,15% des formes graves de #Covid s'expliquent par des anomalies génétiques et immunitaires https://t.co/D2qhSwmHZ7 https://t.co/qtwCNtsUue,51,NA
1309630728452407298,2020-09-25T23:07:52Z,politico,en,"Washington, D.C.","The health department is moving quickly on a highly unusual ad campaign to ""defeat despair"" about #Covid, a $300 million-plus effort shaped by a political appointee close to Trump and executed in part by close allies of the official, using taxpayer funds https://t.co/r4l25szRbv",51,NA
1309827616384450560,2020-09-26T12:10:13Z,JCBua,en,Washington DC,.@OliviaTroye What The Docs Are Telling Trump “Doesn’t Seem To Click” Is Because It Will Not Serve His Political Agenda Which Is To Convince His MAGA Disciples That #COVID Is No Big Deal And The Economy Is Doing Great So He Gets Re-Elected And Stays Out Of Prison. https://t.co/MlttWiG3Nr,50,NA
1309777713209765889,2020-09-26T08:51:55Z,jesusmarana,es,Madrid,"Ocho zonas de #Madrid con la incidencia del #covid por las nubes se salvan de las restricciones con la excusa de preservar la economía. 
Informa @JaviSkan 
https://t.co/rBx7yXLE1y",49,NA
1309621759356948480,2020-09-25T22:32:13Z,ivocamic,it,Roma,"#CINA GIORNALISTA SCOMODO SUL #COVID AGLI ARRESTI DA MESI
Metodi spicci per silenziarlo 
Tace l'Italia e l'occidente 
Gli affari prima di tutto
MA ANCHE NELLE NOSTRE #DEMOCRAZIE
VENGONO SILENZIATI GIORNALISTI E OPINIONISTI  NON ALLINEATI
LA #CINA È VICINA
https://t.co/DKmLnzRzVk",48,NA
1309781842216849409,2020-09-26T09:08:20Z,tvlofficiel,fr,"Paris, France","🎥 [LE SAMEDI POLITIQUE]
Et si nous étions devenus des animaux asservis ? Et si la crise du #Covid-19 n’était que les prémices du futur qui nous attend ? Avec ""Eloge de la Force"", Laurent Obertone revient dans un livre choc, qui dérange, qui bouleverse
➡https://t.co/kiqpROaTFx https://t.co/0E8l6DEat2",47,NA
1309829933607387136,2020-09-26T12:19:26Z,Jimcorrsays,en,,@ianbrown The #COVID virus is real with minimal mortality rate similar to seasonal flu BUT it’s being used to dupe YOU into giving up your inalienable rights and liberties and to accept a lucrative vaccine when available.,47,Jimcorrsays
1309821545603162114,2020-09-26T11:46:06Z,ndtv,en,India,"Watch | ""Does Centre Have 80,000 Crore For #Covid Vaccines?"" Adar Poonawalla Asks https://t.co/qqLNQXnk6q https://t.co/ZBV0pBimF7",46,NA
1309589971561574402,2020-09-25T20:25:54Z,LaloUrbanoM,es,Ciudad de México,"Hay mucha gente por las calles

La pandemia NO ha terminado y en #México está totalmente fuera de control, si se infectan y no mueren, está documentado que el #Covid puede causar grave daño en diferentes órganos de NIÑOS Y ADULTOS incluido el cerebro.

NO SEAN PENDEJOS, CUÍDENSE.",46,NA
1309541096062693378,2020-09-25T17:11:42Z,Vagotonica,es,,"Si van a dar bonos por #Covid incluyan al personal de salud y no es q a mi no me gustaría plata extra pero existen técnicos y auxiliares de enfermería cuyo sueldo apenas llega al básico y que se sacaron entrPT en la pandemia,se contaminaron,etc.

PIÉNSENLO GENIOS QUE DEL BONO 😡",46,NA
1309763213571940353,2020-09-26T07:54:18Z,drrajivguptaias,en,"Gandhinagar, India",".@AmdavadAMC only Corporation in the country conducting massive #corona testing in private establishments.Initiated a unique #COVID Coordinator scheme in the city. 7810 offices covered so far,67845 tests conducted, 966 #covid +ve detected, isolated &amp; treated. @PMOIndia @CMOGuj https://t.co/syFXV50HbP",45,NA
1309582095254204416,2020-09-25T19:54:37Z,EsDerpa,es,España,"👉Dejad ya en paz a los padres y los niños que no están asistiendo al colegio
1⃣¿Haz pensado que tal vez tenga una enfermedad previa?
2⃣¿Se te ha ocurrido que los padres sean personas de riesgo?
3⃣¿Sabes si en esa familia ya murió alguien por #COVID en la primera ola?
4⃣...hilo",45,NA
1309803935557914631,2020-09-26T10:36:07Z,BloodAid,en,India,"#Delhi Need B+ve/B-ve/AB+/AB-ve #Blood #Plasma from #CoVid recovered person @ Saroj Super speciality hospital, Rohini 14. 
Call 9999726145, 7011721626
#BloodAid via @Pedal_India cc @TajinderBagga @upma23 @crowngaurav @ArvindGaur #BloodMatters",44,NA
1309836389719183361,2020-09-26T12:45:05Z,RealDrGina,en,🇺🇸,"What if next time a so-called political “icon” died, they had planned, &amp; said...

“you know...since real people out there can’t have funerals or visit loved ones in nursing homes due to our #Covid regs, I don’t want a 3 day long, fancy funeral.”

Wouldn’t that be refreshing?",42,NA
1309793054543536128,2020-09-26T09:52:53Z,GilbertDeray,fr,"Paris, France",En Grande Bretagne les principales sources de foyers #Covid sont l’école primaire et non l’école secondaire. Il faut surveiller l’évolution en France des foyers épidémiques et des transmissions du virus par les enfants. https://t.co/fEmFjAr394,42,NA
1309642198321946629,2020-09-25T23:53:26Z,mirkonicolino,it,Vibo Valentia,"Nonostante sullo stesso sito dell'università sia scritto a chiare lettere che causa #Covid l'esame B1 si sostiene in forma ridotta e in circa 15 minuti per TUTTI, a #TopCalcio24 ribadiscono che ""solo per #Suarez ci sia stata agevolazione di durata"" #FakeNews #spiaze",41,NA
1309763976025321473,2020-09-26T07:57:20Z,manni477,fr,,"Donc le #Covid il peut t’attaquer au resto si tu bois un verre mais pas si tu manges ?!?! 

Mais quand comprendrez vous que c’est une vaste mascarade ?? https://t.co/xty4QzUFxG",40,NA
1309530570624503809,2020-09-25T16:29:52Z,Le___Doc,fr,En Riposte ... ou pas. ,"#COVIDー19 
Commission aérosol #Covid en Allemagne
Les responsables français de l'éducation nationale en PLS... 😂 https://t.co/MSVsdhiLKL",40,NA
1309810169149296648,2020-09-26T11:00:54Z,IAIM_VE,es,Venezuela,"#LaPrevenciónEsLaClave || El #IAIM te invita a conocer el uso adecuado de la mascarilla, como medida de prevención y contención para aislar el virus #Covid-19. 

¡Usa la mascarilla! 
¡Cuidemos nuestra salud y la de nuestros familiares!
__
@NicolasMaduro https://t.co/QCnX5rJihw",38,NA
1309561775495446529,2020-09-25T18:33:52Z,ivocamic,it,Roma,"IL MONDO È PIEGATO AL #COVID 
LE MISURE ANNUNCIATE UN PO' OVUNQUE (INGIUSTIFICATE MA VOLUTE)
CI CONDANNANO A UN FUTURO 
SENZA NORMALITÀ 
Si può morire di tumore di infarto o di fame ma NON si PUÒ ESSERE POSITIVI AL COVID (magari asintomatici) https://t.co/LK9zhj7Ofo",36,NA
1309583528624041992,2020-09-25T20:00:18Z,Matt_VanDyke,en,Philadelphia,"This is far from over.

#coronavirus #covid #COVID19 #COVID_19 #pandemic #WearAMask 

https://t.co/saWa0jTItq",36,NA
1309573469537959936,2020-09-25T19:20:20Z,theirturn,en,"New York, NY","When, 4 days ago, @NYCMayor announced #COVID surge in Brooklyn's #Hasidic areas, he had no intention of fulfilling his promise to enforce distancing/mask wearing. Since Monday, he has willfully ignored the large, unmasked, semi-enclosed #Kaporos events. @JoeKGoldstein @liamstack https://t.co/IQN0rxPdRJ",36,NA
1309734484837888000,2020-09-26T06:00:09Z,Agenzia_Ansa,it,"Via della Dataria, 94 - Roma","In Italia già 400 scuole sono state colpite da almeno un caso di #Covid, 75 sono state chiuse #Scuola #ANSA https://t.co/x3irD1Wkuo",35,NA
1309533395937120259,2020-09-25T16:41:06Z,21WIRE,cy,USA,Mainstream Media on #COVID #Masks &amp; #Lockdown.... https://t.co/SutKm0hVwu,35,NA
1309636358139412480,2020-09-25T23:30:14Z,ConnyCurrently,en,Ontario ,Ontario’s strategy to contain the second wave of #covid: last call at bars at 11:00 pm.  Because it is known that covid doesn’t go out till well after midnight 🤷🏻‍♀️😂#covidontario https://t.co/RRdN0PGilm,35,NA
1309860120088768512,2020-09-26T14:19:23Z,tvlofficiel,fr,"Paris, France","🎥 [I-MÉDIA n°315]
Énorme bobard de La Dépêche du Midi ! Un homme décécé d'un traumatisme crânien est présenté comme victime du #Covid-19... parce qu'il a été testé positif lors de la procédure du don d'organes ! @jylgallou
I-Média en intégralité➡https://t.co/HeCSPSrRyr https://t.co/7alRyfWlOo",34,NA
1309835771281432577,2020-09-26T12:42:38Z,Angelux1111,en,Earth,"🛑Stop Politics For Pay🛑

I’m grateful dem candidates are raising the funds needed to unseat the GOP, but why do WE have to pay for the elections when we can’t even afford health care for #Covid?

All candidates should start on an equal playing field and win on merit, not money. https://t.co/j6zWlJESqs",33,NA
1309645403890110467,2020-09-26T00:06:10Z,politico,en,"Washington, D.C.","New outbreaks of #Covid have begun cropping up in several New Jersey counties, including within Orthodox Jewish communities, raising concerns that the state could be primed for a surge after Yom Kippur observances on Monday https://t.co/3tFlijEHfW",32,NA
1309803550076219392,2020-09-26T10:34:35Z,BloodAid,en,India,"#Delhi Need B+/AB+ #Blood #COVID Convalescent #PlasmaDonor @ Maharaja Agrasen hospital.
Call 9424343142, 9990663673
#BloodAid via @ShrvanLahoti cc @TajinderBagga @upma23 @crowngaurav @ArvindGaur #BloodMatters",31,NA
1309530671807950848,2020-09-25T16:30:16Z,tropical_boy,fr,𝗥𝗶𝗽𝗼𝘂𝗯𝗹𝗶𝗾𝘂𝗲 𝗱𝘂 𝗠𝗮𝗰𝗿𝗼𝗻𝗶𝘀𝘁𝗮𝗻,"#Marseille #restaurant #BouchesduRhone #Covid 

Et bin !! 😳 https://t.co/R1e9C0Fr2y",31,NA
1309547512760590340,2020-09-25T17:37:11Z,21WIRE,en,USA,"The panic wave and the subsequent scaremongering helped to keep important, credibly voices silent - allowing Gov't &amp; Corp #COVID corruption to thrive unfettered... #Masks #Lockdown https://t.co/tNEdLOhEj4",29,NA
1309609868135813120,2020-09-25T21:44:58Z,iceTyyc,en,"Calgary, Alberta","Hey #YYC were doing a good job, but we need to drive our #COVID numbers down a bit. I know we can do it. #ItsInOurHands #LetsStayOpen https://t.co/Pp6BAcU5gF",29,NA
1309579973783584769,2020-09-25T19:46:11Z,veronicalderon,es,,"#México, además el país más peligroso para ejercer periodismo en el continente , suma al menos 75,000 muertos por #covid. Tiene el mayor índice de mortalidad sobre casos (un 10,5%) en el mundo.

El presidente, esta mañana, ha hablado de artículos que le favorecen o perjudican. https://t.co/H5OZE5YRoM",29,NA
1309828430863708160,2020-09-26T12:13:28Z,Monolecte,fr,France,"D’après le NHS (la Sécu des Anglais), depuis 2 semaines, les principaux lieux de contamination #covid sont les établissements scolaires. L’activité la + contaminante, tout âge confondus, c’est manger.
Mais cela n’a rien à voir avec les cantines scolaires de Blanquer ! https://t.co/c7AeJGwgZS",28,NA
1309719346206318592,2020-09-26T05:00:00Z,RT_com,en,,"France has set a new daily #COVID record, with more than 16k cases registered in the past 24 hours. The French government announced new measures to contain the spread of the virus https://t.co/WHeENcHqdJ",28,NA
