screen_name,location,lat,long
CirculationBxM,Bordeaux Metropole,44.891561550000006,-0.6764516490042755
empresaexterior,"Madrid, Spain",40.4167047,-3.7035825
Pankajj_La,"Mumbai, India",18.9387711,72.8353355
Zoppy_McZop,"Victoria, Australia",-36.5986096,144.6780052
VintageKidsNL,"Amsterdam, Nederland",52.37454030000001,4.897975505617977
teatroTPL,Genova,44.40726,8.9338624
bibbleco,UK,54.7023545,-3.2765753
ugodiluca,Friûl e Parigi,NA,NA
luciomazz99,"Calabria, Italia",39.0565974,16.5249864
Ginger_Bulle,"Macronie, Empire Bancaire, FM",NA,NA
kyrdimis,parga,39.2852572,20.3998169
AParayas,Santander - España,43.4620412,-3.8099719
nuovaferrara,Ferrara,44.766764249999994,11.827938995640167
Foot10670021,"Chichester, England",50.8364862,-0.7791721
LauBdx,"Bordeaux, France",44.841225,-0.5800364
BulletBlueSky,Hell,42.4347571,-83.9849477
Athakindia,lucknow,26.8381,80.9346001
pqpolitics,"Vancouver, BC",49.2608724,-123.1139529
lots2cndo,"West Kelowna, British Columbia",49.857464,-119.580688
ChiriSonqo,"Lima, Perú",-12.0621065,-77.0365256
OscarHinos,"Querétaro Arteaga, México",20.5954708,-100.3970593
1023KISSFM,"Kigali, Rwanda",-1.950851,30.061507
LuinoNotizie,"Luino, Lombardia",45.9989084,8.739907
JumeiraPest,"Dubai, United Arab Emirates",25.2047397,55.2707065
stritchj,Co  Clare Ireland,52.857257450000006,-8.937435925994537
Onegreystray,United States,39.7837304,-100.4458825
howldar,Netherlands,52.5001698,5.7480821
health_dna,India,22.3511148,78.6677428
oehairdesign,In God Hands,32.8972842,-117.1257555
connect_ayanc,Kolkata,22.5726723,88.3638815
harveyjberger,United States,39.7837304,-100.4458825
RobertSmithIX,Australia,-24.7761086,134.755
Gazzettino,Italy,42.6384261,12.674297
KK_Pelletier,  ,NA,NA
NRCP_POITIERS,Poitiers,46.5802596,0.340196
Diplographer,"Bangkok, Thailand",13.7542529,100.493087
1stPragmatist,"Portland, Oregon",45.5202471,-122.6741949
WhiteCoatsApp,"Hyderabad, India",17.38878595,78.46106473453146
eesanjenews,Bangalore,12.9791198,77.5912997
DesheBideshe,Toronto,43.6534817,-79.3839347
FrednNikki,A Desert Casino  ,NA,NA
RexSports1,"Sialkot, Pakistan ",32.4935378,74.5411575
paultwalton,Republic of Slovenia,46.05166955,14.501199973896103
LEEONYAK,Australia,-24.7761086,134.755
Nazta08,Indonesia,-2.4833826,117.8902853
YorkshireTeach,"Leeds, England",53.7974185,-1.5437941
gazikenthaberci,Gaziantep,37.0611756,37.3793085
zdravezpravy,Czech Republic,49.8167003,15.4749544
vapourtec,"Nr Cambridge, UK",NA,NA
AwakenTheKraken,California-Right in the middle,NA,NA
SFNewsfeedus,San Francisco,37.7790262,-122.4199061
StarImaging_,"New Delhi, India",28.6138954,77.2090057
CompanyAsha,भ रत,NA,NA
DrKevinJBrown,Belfast,54.5964411,-5.9302761
AH_99,"Los Santos, San Andreas",NA,NA
sarthakdasgupta,"Mumbai, India",18.9387711,72.8353355
DxTGalicia,Galicia,42.61946,-7.863112
VallAgenda,"Valladolid, Castilla y León",41.6521328,-4.728562
HesselDeWalle,"Dokkum, Groningen, Eelde,  - ",NA,NA
Fareeha786,Dewsbury/Batley,53.7102081,-1.6230114
FarmersAfric,Azania,-6.8334113,39.28890973094059
rahulkachhad,"Bengaluru, Karnataka - IN",12.9791198,77.5912997
NetworkMediaGr1,Thailand,14.8971921,100.83273
zmuzikpraDoocer,"Tennessee, USA",35.7730076,-86.2820081
TMHM,"Mumbai, Delhi",18.9614573,72.823385
UfoJoe11,"Las Vegas, NV",36.1672559,-115.1485163
YopeyCharity,UK   mainly in  EastofEngland,NA,NA
ashley_left,Mike s underpants,NA,NA
siyabulela131,cape town,-33.928992,18.417396
vadimkot,Planet of Loving Creators,NA,NA
ExpatAussieInNJ,"Sydney, New South Wales",-33.8548157,151.2164539
apenafieli,Guayaquil ,-2.1899066,-79.887726
suessaints,"Melbourne, Australia",-37.8142176,144.9631608
Engin_Canoglu,"İstanbul, Türkiye",41.0096334,28.9651646
rouflo,",pp",-33.7401061,151.2698699
Frederick,Gates of Antiquity Vāde Mēcum,NA,NA
KhmerTimes,"Phnom Penh, Cambodia",11.568271,104.9224426
charlottevhill1,"England, United Kingdom",52.7954791,-0.5402402866174321
NaveedAkbarPTI,"Toba tek Singh, Pakistan",30.9777056,72.486079899999993
prashant0542,"Varanasi, India",25.3356491,83.0076292
Sukdurrani,Lahore Pakistan,31.5656822,74.3141829
Shizbutt,"Punjab, Pakistan",31,72
rajendevadason,Malaysia,4.5693754,102.2656823
xelocueves,"Zaragoza, Aragón",41.6521342,-0.8809428
dhingra_varun,"Gurgaon, India",28.42826235,77.00270014657752
veroga07,Barcelona,41.3828939,2.1774322
RSKSINDIA,"Ajmer, India",26.4691,74.639
WycombeToday,High Wycombe,51.627422,-0.7484153
tanya_magit,"Melbourne, Australia",-37.8142176,144.9631608
PChaibriant,France,46.603354,1.8883335
BNerlich,Nottingham,52.9534193,-1.1496461
SistaloveP,"Edmonton, Alberta",53.535411,-113.507996
Lady_Liberty_0,"New York, USA",40.7127281,-74.0060152
telo_cuentotodo,"Carabobo, Venezuela",10.166667,-68.083333
Jr2Photograph,"Alaska, USA",64.4459613,-149.680909
sdestiny2,東京都港区,35.097771,136.8501068
OfficialJioTV,India,22.3511148,78.6677428
RapprJames, FBR,38.895150799999996,-77.02497967817301
tutumclennan,"Florida, USA",27.7567667,-81.4639835
BeneRousseau,"Paris, France",48.8566969,2.3514616
SYM_Madlanga,South Africa AFRICA,-33.7923617,19.8931564
cruicerod,"Wellington, New South Wales",-36.47445745,149.79629675
JeedBe,"Now live in Portland, Oregon ",NA,NA
MigAngulo,España,39.3262345,-4.8380649
BugsIgot,"Lazy Links,Mexico",NA,NA
AnnetteCath,"The Last Kingdom, Wessex",NA,NA
fazalbahardeen,Singapore,1.3408630000000001,103.83039182212079
reportemar,"Querétaro, México ",20.8542575,-99.84756
WasteAid,global,43.7283874,-79.34914879325001
BhavreenMK,"New Delhi, India",28.6138954,77.2090057
Agenparl,Roma,41.8933203,12.4829321
abc7amy,Los Angeles,34.0536909,-118.2427666
SGavis,"Philadelphia, PA",39.9527237,-75.1635262
rninational,Noida,28.5356329,77.3910727
healthxwiki,US,39.7837304,-100.4458825
der_Brueck,Unterwegs,47.3163665,11.0026474
Liveinvenice,"Venezia, Veneto",45.4371908,12.3345898
gljindal,"Chandigarh, India",30.7194022,76.764655200000007
ficci_heal,"Mandi House, New Delhi",28.6255564,77.2341897
JeeGarimaa,"New Delhi ,  India",28.6138954,77.2090057
thehawk,India,22.3511148,78.6677428
muzzlefreemadam,Australia,-24.7761086,134.755
Uniclox_SA,"Alberton,Gauteng,South Africa",-26.2529561,28.1270777
Toastlyghost,"Los Angeles, CA",34.0536909,-118.2427666
Patrici04218785,Devon,50.724165,-3.660795843955193
tmkrishna,Chennai,13.0801721,80.2838331
chrisdenning42,United Kingdom,54.7023545,-3.2765753
ItezLtd,"Bengaluru South, India",6.1953659,-74.0872455
Bhaktivedanta_H,"Mira Road, Thane",19.2816975,72.8560676
actindia,India - Bharat - Hindustan,22.3511148,78.6677428
BIRD_EYEVIEW,London,51.5073219,-0.1276474
LHudson,Valley of the Sun,43.1942645,-89.21292202815256
akangpromo,Jakarta Capital Region,-6.1875613,106.8277658
gentelibre_sw,España,39.3262345,-4.8380649
modernhomeopath,"Kolhapur, Maharashtra",16.7028412,74.2405329
Semeg786,"Punjab, Pakistan",31,72
CallMeAhmjusAyn,The Windmills of My Mind,NA,NA
ErickJonOficial,De Cuba para el Mundo,NA,NA
mamasmind,The Great State of Texas,NA,NA
JiayangSocks,"Zhuji, Zhejiang, China",29.7296617,120.1805427
janemcintyre12,wherever it says on the ticket,NA,NA
qn_giorno,Italia,42.6384261,12.674297
20nyati, ,NA,NA
laprovinciacr,Via delle Industrie   Cremona,45.3728558,9.6079594
ExoticNg,"Port Harcourt,Nigeria",4.7676576,7.0188527
kantk39,new delhi,28.6138954,77.2090057
AngelJobsdotcom,India,22.3511148,78.6677428
ProcesoDigital,"Tegucigalpa, Honduras",14.1056861,-87.204676
Brand_Panda,Melbourne,-37.8142176,144.9631608
Kamran58063976,Rawalpindi,33.6038766,73.048136
DrArvindGahlot,"Mumbai,india",18.9387711,72.8353355
murciaplaza_com,Murcia,37.9923795,-1.1305431
MarksGonePublic,North Vancouver Canada,49.3207133,-123.0737831
mygoodtimes,India,22.3511148,78.6677428
DainikHint,"Noida, India",28.5356329,77.3910727
Chikucabservice,"SECTOR  , NOIDA, U P -  ",NA,NA
GMKashmir,"Srinagar, India",34.0747444,74.8204443
CeliacDzair,Algeria,28.0000272,2.9999825
bobbiejoele,"Pentwater, MI",43.7817227,-86.4331385
xtianeckels,The Internet,19.37218875,-72.33465445105234
spdchwardha,"Sawangi  Meghe , Wardha",NA,NA
MistaSynista,Parts Unknown,35.6874992,-105.940059
anto_e_basta,"Catania, Sicilia",37.5022355,15.08738
piero_podda,"Sardegna, Italia  ",NA,NA
fa_tman,"Bristol, UK",51.4538022,-2.5972985
emilylxo,Online,43.59047185,3.8595132132013186
MzDestinyQoS,in my cavern dontchano  sumwhere in  with my  DJSurrup and the kidlets ,NA,NA
NoralMED,"Superior Arcade Centre, Kenya",NA,NA
me_sagarika,Mumbai / Dubai,25.2387953,55.2722481
DianneEButts,Colorado,38.7251776,-105.6077167
BDellaPoints,"London, England",51.5073219,-0.1276474
MDroletGlobalTV,Toronto,43.6534817,-79.3839347
SorConfidential,France and USA,34.6122634,-82.7654934
En_ricochet,"Ile-de-France, France",48.6443057,2.7537863
nthibariba,"Pretoria, South Africa ",NA,NA
Lifexcels,Hong Kong,22.2793278,114.1628131
iepunjab,Chandigarh,30.7194022,76.764655200000007
MArslanLatif1,"Lahore, Pakistan",31.5656822,74.3141829
Canadian_Brie7,"Edmonton, Alberta",53.535411,-113.507996
NavakalOfficial,"Mumbai, India",18.9387711,72.8353355
PStratMetropole,"Paris, France",48.8566969,2.3514616
mr_ajroberts,"Salisbury, England",51.0796895,-1.8074237640795872
deepadoc,"Jaipur, India",26.916194,75.820349
Mluckygab,Kepler  f,NA,NA
anlunare,"MX, DF  aka  ce de eme equis ",NA,NA
UrbanGreenIndia,"Bengaluru, India",12.9791198,77.5912997
TheWealthyFinn,"Helsinki, Suomi",60.1674098,24.9425769
Cassandre_de_FR,France,46.603354,1.8883335
_Rocky,Excited State ,51.5249111,-2.5957259
Phillycheees,"Los Angeles, CA",34.0536909,-118.2427666
BzhTau,Brest-même City Beach,NA,NA
sydketes,Nigeria,9.6000359,7.9999721
WilsonLawton,Australia,-24.7761086,134.755
QwanZone,"IndigAmericas,UK,Asia,Scan,Oz",NA,NA
covidcasescobl1,Koblenz,50.3533278,7.5943951
_justintoronto,"Home  Toronto, Canada",43.68753,-79.348502
margiemeacham,"Gold Canyon, AZ, USA",33.3710715,-111.42618498017515
NexusFostering,Operating across England,NA,NA
GOVERNING,"Washington, D C ",38.8949855,-77.0365708
DayCovid,Quarantine Start   / / ,NA,NA
MizzimaNews,Myanmar,17.1750495,95.9999652
itik5_,Ghaziabad  U P  INDIA,NA,NA
BizWatchNigeria,"Lagos, Nigeria",6.4550575,3.3941795
AnimalAdvoCat,Mother Earth ,50.863772,0.4758995591006566
lubashivaya,"Georgia, USA",32.3293809,-83.1137366
blasphemylaw,Canada,61.0666922,-107.9917071
DIARIOUNOMASUNO,MEXICO,19.4326296,-99.1331785
PROEME_,"Dolores Hidalgo,C I N , Gto ",21.1625414,-100.8985561
ranjan_pace,India,22.3511148,78.6677428
PabloPardo1,"Washington, DC",38.8949855,-77.0365708
VCDemSocialists,"Ventura, CA",53.3479495,-110.85733455084326
savannaheclark9,"Raleigh, NC",35.7803977,-78.6390989
Ambigu0,El mundo,-2.25,105.3
mailalama,"Kathmandu, Nepal",27.708317,85.3205817
DoucheDadPod,"Los Angeles, CA",34.0536909,-118.2427666
yuphuh,NYC,40.7127281,-74.0060152
AntiStupidityCA,"California, USA",36.7014631,-118.7559974
nosuperhero,"Hermosa Beach, CA",33.86428,-118.39591
israellucioyt,"São Paulo, Brasil",-23.5506507,-46.6333824
OncaTvR,América,-27.435102399999998,-59.001762233052204
dfptvm,"Trivandrum, India",8.5241122,76.9360573
piyushpMT,न गप र,NA,NA
SwishEnviro,India,22.3511148,78.6677428
Martino_1988,Nederland,52.5001698,5.7480821
borisgast,montreal Canada,45.4972159,-73.6103642
Jo_AnnDavis,Toronto,43.6534817,-79.3839347
IndiaObservers,India,22.3511148,78.6677428
AvcNoticias1,Xalapa Veracruz,19.5408338,-96.9146374
richard_jayne,Australia,-24.7761086,134.755
themodpodcast1,Southern California,34.0218833,-118.28586726915088
Cronicadexalapa,Xalapeños Ilustres No   ,NA,NA
EmanuelETRAX,"South Denmark, Denmark",45.7112431,-63.1603864
am_ur_Dopamine,Somewhere in India,NA,NA
LeDL_Grenoble,Grenoble,45.1875602,5.7357819
masfutbolgt,Guatemala ,15.6356088,-89.8988087
ErikZet87,Texas,31.8160381,-99.5120986
JMLeitch,"Bali, Indonesia",-8.3304977,115.0906401
tanzeel_dogar,"Punjab, Pakistan",31,72
stuycove,"New York, NY",40.7127281,-74.0060152
leejcaroll,USA,39.7837304,-100.4458825
fl_trump,United States,39.7837304,-100.4458825
OfficialGNIDA,"Greater Noida, Uttar Pradesh ",28.4670734,77.5137649
TomMattaBigBand,Chicago,41.8755616,-87.6244212
KevinJMcKinnon,"Atlanta, GA",33.7490987,-84.3901849
iyerraman75,HINDUSTAN,22.3511148,78.6677428
manashi_sg,"New Delhi, India",28.6138954,77.2090057
denisemadamme,OnThatRoadForInnerPeace  ,NA,NA
IRREVERENT7,Ciudad de Mexico,19.4326296,-99.1331785
MsCheleGhi,"Ohio, USA",40.2253569,-82.6881395
blueandwhite,La Plata Argentina,-34.9206797,-57.9537638
giggybear2020,Canada ,61.0666922,-107.9917071
ReneeRomanNose,"Washington, USA",38.8949855,-77.0365708
rstrchmn,Rumah mojang,59.314718,18.0539538
sureshv26121,"Delhi, India",28.6517178,77.2219388
lolnine,"Metz, France",49.1196964,6.1763552
SamirMadi01,"Adelaide, Australia",-34.9281805,138.5999312
lotrhobbit6,  Chevy Impala,NA,NA
ShireenJ,Toronto,43.6534817,-79.3839347
ak1956,Pune,18.521428,73.8544541
blaschamorro,En algun lado de este planeta,NA,NA
ExUtahSports,"Salt Lake City, UT",40.7596198,-111.8867975
Sharry16342143,"Auckland Region, New Zealand",-37.01147885,174.850577912749
snewssindia,"Delhi, India",28.6517178,77.2219388
wreckanoid,"Brisbane, Australia",-27.4689682,153.0234991
HepAus,"Canberra, ACT",-35.2975906,149.1012676
RommelOliva3,Singapore,1.3408630000000001,103.83039182212079
SoldeTlaxcala,"Tlaxcala, México",19.416667,-98.166667
NoUserName36,why would I tell you ,NA,NA
Sygourney,The Desert of Arizona ,33.391331,-111.544574
maite_rodrgz,Puerto Rico,18.2214149,-66.41328179513847
VegasBirdman,"Las Vegas, NV",36.1672559,-115.1485163
GUCCI_________,"Angeles, Puerto Rico",18.2907123,-66.80176886927944
DanMac2014,Canada,61.0666922,-107.9917071
weunicornz,Universe ,55.041152350000004,9.810374515557207
WashYourHands55,"Seattle, WA",47.6038321,-122.3300624
CampeonRP,México DF,19.512552,-98.8742007
WashNewsLine,"Washington, DC",38.8949855,-77.0365708
pinksandtravels,pinksandtravels gmail com ,NA,NA
AusHCSols,Solomon Islands,-8.7053941,159.10710973724628
diva_rebel,"New Jersey, USA",40.0757384,-74.4041622
Trina_Stewart,"Ingersoll, Ontario",43.037725,-80.88211
jacki_house,Jupiter,26.9260832,-80.12108914060954
4Prtty,PNW,37.2045466,55.7052545
Anggecandiotti,"Lima, Peru",-12.0621065,-77.0365256
RatherNazaket,"Doda, Jammu And Kashmir",33.1774307,75.56752281893789
BtpTechSearch,"Coral Springs, FL ",26.26485615,-80.26534203798758
AustraliaPM,Australia,-24.7761086,134.755
LincolnMitchell,New York City   San Francisco,40.7127281,-74.0060152
supersinga,Seattle/New Yorker,NA,NA
JaysinMorris,Charleston west virginia,38.3505995,-81.6332812
scshenoy,"payyanur, kerala",12.1059663,75.2073158
CandiceNesbitt,Virginia Beach,36.8529841,-75.9774183
SaharConsulting,"Burbank, CA",34.1816482,-118.3258554
PlanoDeportivo,"San Luis Potosí, México",22.5000001,-100.5000001
theonlymist_,Malaysia,4.5693754,102.2656823
ottinho69,barranquilla,10.9799669,-74.8013085
LovesHere2Sta,USA,39.7837304,-100.4458825
vanhoutw,"anyplace,anytime,anywhere",NA,NA
avocadomyloveee,"Bangkok, Thailand",13.7542529,100.493087
WasOnceLou,"Boston, MA",42.3602534,-71.0582912
SidWils51378420,United Kingdom,54.7023545,-3.2765753
mathrubhumieng,"Kozhikode, Kerala",11.2586082,75.7788735
alfiezainal,Kuala Lumpur Federal Territory,3.1721131,101.67078930673804
aaronolmos,"ÜT   ,- ",NA,NA
VitalystHealth,"Phoenix, AZ",33.4484367,-112.0741417
hoenma,"Yokosuka-shi, Kanagawa",35.2730564,139.6653829
J0E_D4CY,"Illinois, USA",40.0796606,-89.4337288
abhisheksengupt,Kolkata,22.5726723,88.3638815
write2tg,"Vancouver, BC, Canada",49.2608724,-123.1139529
ScallywagNYC,"Manhattan, NYC",40.7896239,-73.9598939
Helleboreae,Here,43.8222157,17.6896937
EmilyWBryant1,"Indiana, USA",40.3270127,-86.1746933
Vieta_Rusanova,Neverland,36.5483056,-121.9197466
FT_SriLanka,Sri Lanka,7.5554942,80.7137847
KayeVanessa,"San Diego, CA",32.7174209,-117.1627714
AMcA32449832,"Tennessee, USA",35.7730076,-86.2820081
JonasBerdol,Entre Paris et Lyon,NA,NA
Straatvogels813,Japan / 日本,36.5748441,139.2394179
ea2dop,ITUREN,43.1288633,-1.7073185
Opinion_Bolivia,Cochabamba Bolivia,-17.3935853,-66.1569588
GaspiBN,"Mar del Plata, Argentina",-37.9977225,-57.5482703
Liberal_Forum,United States of America,39.7837304,-100.4458825
bleedingcool,"Los Angeles USA To London, UK",NA,NA
tgtrojan,Planet Earth,41.1018669,-81.1515962
SaadTariqPTI,Pakistan,30.3308401,71.247499
NeurotikToluca,"Toluca de Lerdo, Estado de Méx",19.292545,-99.6569007
Trudee601,"Washington, USA",38.8949855,-77.0365708
SaidJedidi,"Rabat, Marruecos",34.022405,-6.834543
DiarioTiempo,Honduras,15.2572432,-86.0755145
GlobalNewsBeast,USA,39.7837304,-100.4458825
AlamosenLinea,"Alamos, Sonora",27.0828453,-108.92352318666747
aka19a,"Windsor, Ontario",42.317099,-83.0353434
Clarksville_TN,"Clarksville, TN",36.5277607,-87.3588703
lomo1910,Nepal,28.1083929,84.0917139
FarrakhAmin7,"Lahore, Pakistan",31.5656822,74.3141829
coraspect,"Oklahoma City, OK, US, Earth",35.4684781,-97.5133718
imjust_intime,"Manila, Philippines",14.5907332,120.9809674
heydriene,"Colorado, USA",38.7251776,-105.6077167
JavierZepedaOro,Jalisco,20.3333331,-103.6666671
say_ayanna,"Houston, TX",29.7589382,-95.3676974
DarthJ17,"Florida, USA",27.7567667,-81.4639835
MedicalForum_,Perth,-31.9527121,115.8604796
OBJUpdate,Orlando,28.5421109,-81.3790304
manitoba_post,"Manitoba, Canada",55.001251,-97.001038
ManitobaPost,"Winnipeg, Manitoba",49.8955367,-97.1384584
momento24co,Bogotá - Colombia,4.59808,-74.0760439
YoSoyDarwinWao,Panamá,8.559559,-81.1308434
Pommeofvie,Los Angeles ,34.0536909,-118.2427666
aale_mg,"Buenos Aires, Argentina",-34.6075682,-58.4370894
gabrielsgv,México,19.4326296,-99.1331785
elpulsohn,Honduras,15.2572432,-86.0755145
SOLQR,Mexico,19.4326296,-99.1331785
wikkedengel,kingston,17.9712148,-76.7928128
donlad_t,"Washington, DC",38.8949855,-77.0365708
TeziuCast,Teziutlán,19.873992649999998,-97.37156286710564
nayeemctx,"Houston, Texas USA",29.7589382,-95.3676974
RONalejandrOB," ,- ",NA,NA
muktadir_shoaib,"Dhaka, Bangladesh",23.810651,90.4126466
ZohaibQazi,"Melbourne, Victoria",-37.8142176,144.9631608
ivanpress,"Oaxaca, México",17,-96.5
vishnudutt1992,"Aligarh, India",27.87698975,78.13729027600994
DianaJManwaring,Central New York,-25.3490357,-57.5099278
600861,"New York, NY",40.7127281,-74.0060152
AllysonBlairTV,"Honolulu, HI",21.304547,-157.8556764
schwanderer,Left of Center,-34.8455567,138.5058631
emcee489,"Manhattan, NY",40.7896239,-73.9598939
Constit67199504,Heart of America,39.066957,-94.33356428597949
PRAISETRIUNEGOD, Trump   ,NA,NA
TheEliasH,"Toronto, Ontario",43.6534817,-79.3839347
william_poling,"Edmond, OK",35.6571367,-97.4649038
D_NY_Warrior,in a crumbling nation,NA,NA
GoodAdvicePub,"New Orleans, Louisiana",29.9499323,-90.0701156
Qaumi_Awaz,"New Delhi, India",28.6138954,77.2090057
drmusa89,"Philadelphia, PA",39.9527237,-75.1635262
jskennedymd,Atlanta,33.7490987,-84.3901849
OgutaOnyango,"Kisumu, Kenya",-0.1029109,34.7541761
MerlinofCanada,Canada,61.0666922,-107.9917071
jazfun,"Scottsdale, Arizona",33.4942189,-111.9260184
LaterreurG,"Montréal, Québec",45.4972159,-73.6103642
indiawatchnews,"Delhi, India",28.6517178,77.2219388
pailpeach,"Reston, VA",38.9583737,-77.3579805
omarsave05,"Sahuayo, Michoacán de Ocampo",20.04813265,-102.78216369078386
Craig_Mc_B,North Vancouver,49.3207133,-123.0737831
CelticCanada,"Toronto, Canada   Dub Ireland",NA,NA
AlertCalgarian,"Calgary, Alberta",51.0534234,-114.0625892
LorraineDWilke,"Playa del Rey, CA",33.9550828,-118.4367496
djehankidd,hangars liquides VR - Venezia,NA,NA
AuntyAntiRanti,Starship Earth,NA,NA
PsicogamerCR,Costa Rica,10.2735633,-84.0739102
mi55br00ke,"Oxford, England",51.7520131,-1.2578499
btoots,"milford, indiana",41.4097696,-85.8455482
czluckie,Houston,29.7589382,-95.3676974
ElSudcalif,"La Paz, Baja California Sur",24.1422841,-110.3126162
denisesf5,Canada,61.0666922,-107.9917071
falecomwallace,Eu Sou Mineiro UAI ツ,NA,NA
chicagojohnk, ,NA,NA
AdamantineSofom,Mexico,19.4326296,-99.1331785
Motheroffallow,Dystopia or is it Utopia,NA,NA
delmonteforest,"Underground Bunker, CA",33.756196,44.0774433318757
VivianeNguyen,"South Bay, CA",50.493347,-96.5933747
ShamonPR,"Massachusetts, USA",42.3788774,-72.032366
madison_sielski,"Saskatoon, SK, Canada",52.131802,-106.660767
redhed67,Haunting the GOP s nightmares ,NA,NA
KronicTheDabhog,"Fresno, CA",36.7295295,-119.70886126075588
KevinOlivasMedi,"Baltimore, MD",39.2908816,-76.610759
TheTraceC,New York,40.7127281,-74.0060152
Radio_Zocalo,México,19.4326296,-99.1331785
SuperChannel_12,Piedras Negras,28.6998135,-100.5267104
SlyncIO,"Dallas, TX",32.7762719,-96.7968559
desdeelsurnoti,Ushuaia,-54.8069332,-68.3073246
de_montecristo,Global,43.7283874,-79.34914879325001
atomicdog4,Earth,34.2331373,-102.4107493
Novedadescamp,"Campeche, México",19.329205549999998,-89.9439148263377
JUAJUANI,Manhattan,40.7896239,-73.9598939
occupiest, ,NA,NA
Peeptweets420,"Knoxville, TN",35.9603948,-83.9210261
jflight007,TheMittenState,NA,NA
amin_chaoui,"Boston, MA",42.3602534,-71.0582912
juanjo_herrerap,Comala  la de Rulfo ,19.511111,-103.8575
Artnerd17,"Michigan, Pontiac",42.6389216,-83.2910468
noah_anyname,PGP B C B ECDFE E A F ,NA,NA
AldoLeGecko,Paris,48.8566969,2.3514616
LizzyD816,"Myrtle Beach, SC",33.6956461,-78.8900409
bon_miller,"Puebla, México",18.833333,-98
choacan,"Morelia, Michoacán de Ocampo",19.7027116,-101.1923818
mcgatlin,"Chattanooga, TN",35.0457219,-85.3094883
airnation,canada,61.0666922,-107.9917071
CryptoKruton,Decentralized,37.74866365,23.665691822818857
MoMorry,Canada,61.0666922,-107.9917071
LaxCoachRDT,The Republic,39.8266503,-97.6580834
10WallStreet,Citizen of The World,11.164548,-60.7846386
ChristabelBodhi,"Golden State, where the ocean meets the bay  ",NA,NA
Rampa1970,大阪 大阪市 北区,34.7021912,135.4955866
Hotsandy_7, deserted  island ,NA,NA
AJ_The_Actor,"Vancouver, BC",49.2608724,-123.1139529
EmanuelHead57,MidTown Oklahoma City,35.47856875,-97.52147638424978
taylorjesus,México D F ,16.7323714,-93.1177512
DoctorYouMe,日本,36.5748441,139.2394179
IncanGuatemala,Guatemala,15.6356088,-89.8988087
beverlyjernigan,"Houston, TX",29.7589382,-95.3676974
NanouTheNomad,"New Haven, CT",41.3082138,-72.9250518
pizzamorg,Behind You ,44.4450757,-68.9994788
infogatecl,Santiago de Chile,-33.4377968,-70.6504451
DiarioQro,"Queretaro, Mexico",20.8542575,-99.84756
PZonLAKEontario,"ROCHESTER, NY",43.157285,-77.615214
ebi,Japan,36.5748441,139.2394179
mktldr,USA,39.7837304,-100.4458825
Mureta19,"Canelones, Uruguay",-34.6222482,-55.9903797
360capitalone,"Los Angeles, CA",34.0536909,-118.2427666
bewithmishrajee,भ रत,NA,NA
Jayashree0219,नई द ल ल    কলক ত ,NA,NA
cayman2016,East Coast ,1.3104654,103.9235132
AlisonSbrana,"Fort Collins, CO",40.5508527,-105.0668085
TeddyOccupy,Everywhere,46.9599823,22.0541733
agustin_orejas,Argentina,-34.9964963,-64.9672817
g_alicea1,United States,39.7837304,-100.4458825
soypetitygarcia,"Santa Ana de Coro, Venezuela",11.4055796,-69.6679115
greatday1977,"Minneapolis, MN ",44.9772995,-93.2654692
DigitalMexPC,Estado de México,19.4839446,-99.6899716
simonarabo,"London, England",51.5073219,-0.1276474
NeemTreePress,United Kingdom,54.7023545,-3.2765753
AlfredoRomeroV5,"Cuautlancingo, Puebla",19.119366,-98.2491623581376
mascaritarosa,México,19.4326296,-99.1331785
DufferinRider,"Toronto, Ontario",43.6534817,-79.3839347
JamesCButler4,"Richmond, Virginia",37.5385087,-77.43428
2901rose,lost  in transit,38.42171515,-82.43724208535696
Carpe177,"England, UK",52.7954791,-0.5402402866174321
devareiki,東京都世田谷区,35.646096,139.65627
90facts,"Chicago, IL",41.8755616,-87.6244212
Brain_Analytics,México,19.4326296,-99.1331785
prajavani,India,22.3511148,78.6677428
PRIMADONNAPop,LIEU LIEU STAR,10.783724,106.694896
CheddarsGal,Wisconsin,44.4308975,-89.6884637
williamwangnew,"Hsinchu City, Taiwan",24.8066333,120.9686833
Anarchy_Erik,"Las Vegas, NV",36.1672559,-115.1485163
thismissallison,"Tucson, AZ",32.2228765,-110.9748477
doctorsexabuse,"near Washington, DC",38.8949855,-77.0365708
Acidfast1,Second Amendment Country,NA,NA
NorEasterVinyl,"Halifax, Nova Scotia",44.648618,-63.5859487
forgedbytrials_,God s country,33.6195039,-112.11959744773105
EaErkhart,"Ottawa, Ontario",45.421106,-75.690308
Vazhuthacaudjay,Trivandrum ,8.5241122,76.9360573
kbsquared1961,"Manakin-Sabot, Virginia",37.6017866,-77.7141989
tin_foil_tom,"Truth or Consequences, NM",33.1283485,-107.2529059
finamfr,USA,39.7837304,-100.4458825
MeckeringBoy,"Perth, Western Australia",-31.9527121,115.8604796
WayneRogersAUS,"Newcastle, NSW Australia",-32.9272881,151.7812534
PrimeroEdit_mx,"Toluca, México",19.292545,-99.6569007
ImagendeVer,Blvd  Ruiz Cortines No ,NA,NA
AmberNVander,"New York, USA",40.7127281,-74.0060152
AFSJournal,"Australia  Routledge/T F          Sydney   Gadigal Land, NSW",NA,NA
